Species,Group,REP_Q2,REP_N2,REP_S2,REP_G2,REP_E2,REP_D2,REP_K2,REP_R2,REP_P2,REP_QN2,REP_RG2,REP_PR,REP_FG2,REP_SG2,REP_SR2,REP_KAP2,REP_PTS2,CLV_C14_Caspase3-7,DEG_APCC_KENBOX_2,DEG_Kelch_Keap1_1,DEG_SCF_TRCP1_1,DOC_ANK_TNKS_1,DOC_CYCLIN_RxL_1,DOC_MAPK_gen_1,DOC_MAPK_JIP1_4,DOC_MAPK_MEF2A_6,DOC_MAPK_NFAT4_5,DOC_PP1_RVXF_1,DOC_PP2A_B56_1,DOC_PP4_FxxP_1,DOC_WW_Pin1_4,LIG_14-3-3_CanoR_1,LIG_CaM_IQ_9,LIG_CtBP_PxDLS_1,LIG_EF_ALG2_ABM_1,LIG_EH_1,LIG_HCF-1_HBM_1,LIG_HOMEOBOX,LIG_KEPE_2,LIG_KLC1_WD_1,LIG_LIR_Gen_1,LIG_PAM2_1,LIG_PCNA_PIPBox_1,LIG_PDZ_Class_1,LIG_PDZ_Wminus1_1,LIG_PTAP_UEV_1,LIG_PTB_Apo_2,LIG_PTB_Phospho_1,LIG_Rb_LxCxE_1,LIG_SH2_CRK,LIG_SH2_GRB2like,LIG_SH2_NCK_1,LIG_SH2_SRC,LIG_SH2_STAP1,LIG_SH2_STAT5,LIG_SH3_2,LIG_SUMO_SIM_anti_2,LIG_SUMO_SIM_par_1,LIG_WRPW_1,MOD_CDK_SPK_2,MOD_CDK_SPxK_1,MOD_CDK_SPxxK_3,MOD_CK1_1,MOD_CK2_1,MOD_DYRK1A_RPxSP_1,MOD_GSK3_1,MOD_N-GLC_1,MOD_NMyristoyl,MOD_PIKK_1,MOD_PKA_1,MOD_PKA_2,MOD_PKB_1,MOD_Plk_1,MOD_ProDKin_1,MOD_SUMO_for_1,MOD_SUMO_rev_2,TRG_ER_diArg_1,TRG_ER_FFAT_1,TRG_LysEnd_APsAcLL_1,TRG_NES_CRM1_1,TRG_NLS_MonoExtN_4,A_homorep,C_homorep,D_homorep,E_homorep,G_homorep,H_homorep,I_homorep,K_homorep,L_homorep,M_homorep,N_homorep,P_homorep,Q_homorep,R_homorep,S_homorep,T_homorep,V_homorep,Y_homorep,FG_rich,PY,FRG,SGFYSG,PG_rich,ELASTIN_LIKE,FGxF,R_plus_Y,REP_RGG,AA_S,AA_P,AA_T,AA_A,AA_H,AA_Q,AA_N,AA_G,AA_R,AA_C,AA_D,AA_E,AA_F,AA_I,AA_K,AA_L,AA_M,AA_V,AA_W,AA_Y,acidic,basic,aliphatic,polar_fraction,chain_expanding,aromatic,disorder_promoting,net_charge,WF_complexity,KL_hydropathy,isoelectric_point,FCR,ED_ratio,RK_ratio,SCD,kappa*,omega*,aromatic_spacing*,omega_aromatic*
S_cerevisiae,2,0,0,5,0,0,1,0,3,0,1,6,4,0,8,12,13,26,1,0,0,0,0,0,1,0,1,0,0,0,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,8,3,0,7,3,0,2,1,2,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,15,0,33,20,18,15,8,5,15,10,12,0,11,14,3,6,14,15,5,14,1,3,25,26,55,89,71,7,160,1,0.864625992,-0.827927928,8.151367188,0.22972973,0.223143551,-0.143100844,-5.897287194,3.609680474,0.113267751,-1.102811238,-1.102811238
C_albicans,1,12,5,13,4,1,2,3,2,4,26,7,8,6,31,26,27,70,1,1,0,0,0,0,0,0,0,0,0,0,1,16,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,0,1,1,1,14,3,0,19,6,0,7,2,3,1,5,16,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,0,22,0,85,61,38,34,26,54,44,37,12,1,26,19,16,18,33,34,7,19,1,10,45,45,112,285,151,27,425,0,0.887241189,-1.000869565,7.545898438,0.156521739,-0.300104593,-0.961411167,-3.638079309,2.380865832,-0.212751501,0.107453298,0.107453298
C_glabrata,1,1,2,13,2,0,2,1,2,0,8,5,2,3,28,24,9,49,1,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,1,2,8,4,0,14,10,0,3,2,4,1,6,11,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,26,0,76,26,29,20,18,17,45,24,17,0,35,25,10,17,24,30,11,15,2,9,60,41,93,209,127,21,311,-19,0.888416896,-1.026888889,5.352539063,0.224444444,-0.3254224,-0.328504067,-0.637420401,2.548826273,0.270369945,0.28615851,0.28615851
C_subhashii,2,16,4,13,2,2,3,1,2,7,31,6,13,6,30,25,21,81,1,0,0,0,0,0,0,0,0,0,0,0,1,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,2,15,1,0,19,6,0,3,2,3,1,5,14,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,1,1,0,0,27,0,74,52,47,33,21,51,28,25,14,0,16,19,12,13,15,25,8,8,1,13,35,29,87,246,116,26,367,-6,0.871200537,-1.043157895,6.399414063,0.134736842,0.16251893,-0.064538521,-1.157535704,1.817292508,-0.300204403,-0.172418255,-0.172418255
D_hansenii,2,5,5,11,2,0,1,2,1,4,20,3,9,4,25,23,16,57,1,0,0,0,0,0,0,0,0,0,0,0,2,15,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,0,0,0,1,0,3,12,5,0,13,9,0,3,2,5,0,4,15,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,32,0,63,41,37,25,15,27,36,27,17,0,16,23,9,6,21,20,10,23,1,15,39,38,84,205,118,25,312,-1,0.889313423,-1.036342593,7.034179688,0.178240741,0.344840486,-0.200670696,-2.41069634,1.701882524,-0.471731798,-0.660101245,-0.660101245
K_lactis,2,8,4,17,3,2,6,2,3,0,22,9,6,6,37,38,15,73,2,0,0,0,0,0,0,0,0,0,0,0,3,15,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,1,1,0,2,0,0,0,0,0,0,1,18,6,0,25,10,0,5,3,7,0,5,15,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,33,0,101,39,43,30,37,34,50,35,25,0,37,28,12,13,22,26,15,19,1,8,65,47,103,300,151,21,431,-18,0.886952252,-1.188869565,6.051757813,0.194782609,-0.27029033,0.122602322,-0.847954557,3.991344264,0.575614325,-0.328258929,-0.328258929
L_kluyveri,2,6,2,13,0,2,4,2,2,2,18,4,10,0,18,22,15,50,1,0,1,0,0,0,0,0,0,0,0,0,2,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,11,4,0,15,8,0,1,3,4,0,5,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,27,0,67,32,30,20,27,31,35,13,21,0,24,20,7,12,17,29,11,12,2,6,44,38,84,203,114,15,302,-6,0.884700707,-1.157932692,6.536132813,0.197115385,-0.174353387,0.200670696,-4.927303028,1.76243554,0.463716316,-1.047751342,-1.047751342
L_waltii,2,2,1,18,3,0,1,1,1,3,4,9,10,5,45,29,18,57,3,0,0,0,1,0,0,1,1,0,0,0,1,10,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,1,1,15,4,0,4,2,5,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,0,24,0,77,43,24,20,25,23,19,33,19,1,24,8,8,12,13,26,6,14,1,5,32,32,78,202,107,14,309,0,0.863721473,-0.895511222,7.569335938,0.159600998,-1.021651248,0.356674944,-1.768075304,1.490981906,1.813983241,0.521888288,0.521888288
N_bacillisporus,2,1,19,15,0,0,8,2,2,0,29,3,2,3,24,24,8,57,4,0,0,0,0,1,1,0,0,0,1,2,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,1,2,0,4,0,0,0,0,1,0,0,19,3,0,21,17,0,1,3,4,0,8,9,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,18,0,83,22,40,19,8,13,80,12,10,0,29,13,10,22,21,32,10,17,1,8,42,31,100,236,95,19,270,-11,0.840196591,-0.883333333,5.176757813,0.162222222,-0.762140052,-0.693147181,-2.063528241,4.104960419,1.565128722,-0.398210269,-0.398210269
N_bracarensis,1,1,3,12,1,1,2,2,2,0,6,3,3,1,26,27,15,42,0,0,0,0,0,0,1,0,0,0,0,0,2,9,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,3,11,4,0,15,8,0,4,2,4,0,5,9,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,23,0,70,25,21,14,11,12,38,21,16,0,21,27,10,15,28,30,12,15,2,7,48,44,86,173,117,19,266,-4,0.880958382,-0.933924051,6.297851563,0.232911392,0.241162057,-0.534082486,-4.040267707,1.762811662,-0.684040408,-1.19408516,-1.19408516
N_delphensis,1,2,1,11,0,0,4,2,2,0,7,3,2,0,23,27,10,37,0,0,0,0,0,0,1,0,0,0,0,1,2,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10,5,0,15,7,0,4,2,2,0,6,7,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,21,0,68,18,26,15,11,19,24,18,16,0,30,21,14,9,28,30,10,17,2,5,51,44,81,166,113,21,270,-7,0.881587023,-0.921784777,5.913085938,0.249343832,-0.342944751,-0.534082486,-3.5290216,1.398301237,-0.134716246,0.413169641,0.413169641
N_nivariensis,1,4,1,13,1,0,3,2,3,2,8,4,7,3,30,30,10,47,1,0,0,0,0,0,2,0,0,0,0,0,2,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,2,12,4,0,15,8,0,2,2,5,0,5,8,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,22,0,72,25,27,12,10,18,25,21,16,0,29,21,11,12,26,26,15,14,2,6,50,42,79,173,117,19,277,-8,0.881558657,-0.961082474,5.733398438,0.237113402,-0.310154928,-0.462623522,-3.842946093,1.859600289,-0.882099784,-0.120458861,-0.120458861
Nk_castellii,2,4,4,12,2,0,6,2,2,0,10,6,5,3,26,16,10,32,1,0,0,0,0,1,0,0,1,0,1,1,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,0,1,0,0,12,2,0,15,6,0,4,3,6,0,4,7,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,30,0,75,19,23,21,13,21,32,27,16,0,38,17,10,24,32,26,8,20,2,14,55,48,99,191,122,26,302,-7,0.890939191,-0.871917808,6.022460938,0.235159817,-0.773189888,-0.663294217,-0.861335844,0.571881458,-0.263348797,-2.160440887,-2.160440887
Nm_castellii,2,1,6,9,1,1,0,2,1,1,11,3,7,1,15,16,11,29,1,1,0,0,0,0,1,0,1,0,0,0,2,4,2,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,7,4,0,8,6,0,4,3,5,0,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,56,22,15,15,10,12,33,5,14,0,13,26,14,17,21,18,10,12,0,7,39,35,72,131,96,21,209,-4,0.871047691,-0.9125,6.239257813,0.23125,0.656779536,-0.382992252,-4.435276153,0.929857336,0.036771214,0.460956076,0.460956076
S_arboricola,2,0,1,6,0,2,1,1,2,0,2,5,5,0,11,12,9,36,2,1,0,0,0,0,2,0,1,0,0,0,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,6,3,0,10,2,0,1,2,3,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,15,0,30,18,29,13,7,3,16,11,12,0,10,18,2,9,14,16,6,13,1,3,28,26,57,96,72,6,165,-2,0.859399651,-0.785714286,6.424804688,0.233766234,0.546543706,-0.143100844,-5.092562551,3.696730985,0.366482137,-0.91859659,-0.91859659
S_eubayanus,2,1,2,5,1,0,2,0,3,1,3,9,7,2,12,12,21,30,2,0,0,0,0,0,3,0,2,0,0,0,1,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,1,5,3,0,6,2,0,1,2,4,0,0,5,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,23,0,29,24,22,25,18,7,28,13,19,2,31,15,3,10,16,19,6,15,2,4,46,35,75,119,105,9,219,-11,0.890329068,-1.065584416,5.879882813,0.262987013,-0.693147181,0.16251893,-10.17435919,4.022115035,-0.278220468,-1.199395426,-1.199395426
S_kudriavzevii,2,0,0,8,1,0,1,0,3,0,3,7,6,1,14,15,7,35,3,0,0,0,0,0,2,0,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,8,2,0,9,3,0,1,2,3,0,0,5,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,17,0,32,16,26,14,6,5,16,12,14,0,15,13,2,8,11,17,6,11,1,3,28,25,56,97,69,6,164,-3,0.862330698,-0.818421053,6.092773438,0.23245614,-0.133531393,0.223143551,-5.391274743,3.559513766,0.447804808,-0.925115693,-0.925115693
