Species,Group,REP_Q2,REP_N2,REP_S2,REP_G2,REP_E2,REP_D2,REP_K2,REP_R2,REP_P2,REP_QN2,REP_RG2,REP_PR,REP_FG2,REP_SG2,REP_SR2,REP_KAP2,REP_PTS2,CLV_C14_Caspase3-7,DEG_APCC_KENBOX_2,DEG_Kelch_Keap1_1,DEG_SCF_TRCP1_1,DOC_ANK_TNKS_1,DOC_CYCLIN_RxL_1,DOC_MAPK_gen_1,DOC_MAPK_JIP1_4,DOC_MAPK_MEF2A_6,DOC_MAPK_NFAT4_5,DOC_PP1_RVXF_1,DOC_PP2A_B56_1,DOC_PP4_FxxP_1,DOC_WW_Pin1_4,LIG_14-3-3_CanoR_1,LIG_CaM_IQ_9,LIG_CtBP_PxDLS_1,LIG_EF_ALG2_ABM_1,LIG_EH_1,LIG_HCF-1_HBM_1,LIG_HOMEOBOX,LIG_KEPE_2,LIG_KLC1_WD_1,LIG_LIR_Gen_1,LIG_PAM2_1,LIG_PCNA_PIPBox_1,LIG_PDZ_Class_1,LIG_PDZ_Wminus1_1,LIG_PTAP_UEV_1,LIG_PTB_Apo_2,LIG_PTB_Phospho_1,LIG_Rb_LxCxE_1,LIG_SH2_CRK,LIG_SH2_GRB2like,LIG_SH2_NCK_1,LIG_SH2_SRC,LIG_SH2_STAP1,LIG_SH2_STAT5,LIG_SH3_2,LIG_SUMO_SIM_anti_2,LIG_SUMO_SIM_par_1,LIG_WRPW_1,MOD_CDK_SPK_2,MOD_CDK_SPxK_1,MOD_CDK_SPxxK_3,MOD_CK1_1,MOD_CK2_1,MOD_DYRK1A_RPxSP_1,MOD_GSK3_1,MOD_N-GLC_1,MOD_NMyristoyl,MOD_PIKK_1,MOD_PKA_1,MOD_PKA_2,MOD_PKB_1,MOD_Plk_1,MOD_ProDKin_1,MOD_SUMO_for_1,MOD_SUMO_rev_2,TRG_ER_diArg_1,TRG_ER_FFAT_1,TRG_LysEnd_APsAcLL_1,TRG_NES_CRM1_1,TRG_NLS_MonoExtN_4,A_homorep,C_homorep,D_homorep,E_homorep,G_homorep,H_homorep,I_homorep,K_homorep,L_homorep,M_homorep,N_homorep,P_homorep,Q_homorep,R_homorep,S_homorep,T_homorep,V_homorep,Y_homorep,FG_rich,PY,FRG,SGFYSG,PG_rich,ELASTIN_LIKE,FGxF,R_plus_Y,REP_RGG,AA_S,AA_P,AA_T,AA_A,AA_H,AA_Q,AA_N,AA_G,AA_R,AA_C,AA_D,AA_E,AA_F,AA_I,AA_K,AA_L,AA_M,AA_V,AA_W,AA_Y,acidic,basic,aliphatic,polar_fraction,chain_expanding,aromatic,disorder_promoting,net_charge,WF_complexity,KL_hydropathy,isoelectric_point,FCR,ED_ratio,RK_ratio,SCD,kappa*,omega*,aromatic_spacing*,omega_aromatic*
S_cerevisiae,2,2,0,0,0,0,1,0,1,0,4,1,1,0,1,1,5,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,2,3,12,4,5,3,1,6,1,3,5,0,2,4,6,0,5,1,1,8,10,25,23,20,2,51,2,0.778411729,-0.674285714,9.043945313,0.257142857,0.405465108,0.336472237,-0.308514348,-0.507026554,-0.16168237,-0.558511474,-0.558511474
C_albicans,1,0,2,2,0,1,0,1,1,0,2,4,1,0,4,5,6,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,1,0,5,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15,4,7,9,2,3,6,5,6,0,2,9,0,3,11,8,2,4,0,2,11,17,26,38,32,2,73,6,0.796186641,-0.954081633,9.791992188,0.285714286,1.203972804,-0.538996501,0.105224783,0.030482472,0.221782356,-0.466043588,-0.466043588
C_glabrata,1,0,1,1,1,1,0,2,1,0,2,3,1,1,4,3,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,3,5,7,1,5,7,4,8,1,5,7,0,3,10,10,0,5,1,4,12,18,25,33,33,5,65,6,0.816427015,-1.027083333,9.625976563,0.3125,0.287682073,-0.200670696,0.377009979,-0.442821672,0.008847671,-1.23818356,-1.23818356
C_subhashii,2,0,0,1,0,0,0,2,1,0,0,3,1,0,3,3,6,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,3,1,0,0,2,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,3,5,8,3,2,5,5,7,0,1,8,1,4,11,9,4,3,0,1,9,18,28,30,30,2,63,9,0.801965731,-0.777777778,10.28027344,0.3,1.504077397,-0.405465108,1.497251353,-0.570883303,-0.026662717,-0.487689216,-0.487689216
D_hansenii,2,0,1,1,0,0,0,1,1,0,1,2,1,0,4,4,4,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,2,0,4,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,5,6,6,2,4,6,4,7,0,2,9,0,6,9,7,4,3,0,4,11,16,26,34,32,4,66,5,0.819719756,-0.942708333,9.643554688,0.28125,1.203972804,-0.223143551,-0.150840083,-0.501244061,0.634644923,0.296320698,0.296320698
K_lactis,2,0,1,2,0,1,4,1,1,0,2,3,1,0,4,5,8,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,2,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,10,3,2,10,1,7,8,2,8,0,14,10,0,3,11,9,0,6,0,1,24,19,28,30,46,1,78,-5,0.778315222,-1.371428571,4.938476563,0.40952381,-0.310154928,-0.287682073,-2.172801382,1.458455077,-0.27138411,nan,nan
L_kluyveri,2,1,1,0,0,0,0,1,1,0,2,2,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,2,6,6,2,5,4,3,3,1,3,10,0,4,7,9,0,9,0,1,13,10,28,26,25,1,52,-3,0.786905804,-0.435,5.317382813,0.2875,1.011600912,-0.693147181,-0.211782017,-0.655097248,-0.088887814,nan,nan
L_waltii,2,2,1,1,0,0,1,1,1,0,4,2,1,0,1,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,3,3,8,2,8,3,1,5,1,6,8,0,4,6,8,2,3,0,1,14,11,25,26,28,1,58,-3,0.79685329,-0.91375,5.291992188,0.3125,0.251314428,-0.15415068,-0.39448005,-1.508143912,-0.443267846,nan,nan
N_bacillisporus,2,0,3,0,0,0,0,3,1,0,3,1,1,0,0,2,10,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,2,10,1,3,11,1,4,1,4,7,0,6,12,10,0,3,1,2,11,16,29,25,32,3,55,5,0.780726395,-0.848314607,9.479492188,0.303370787,0.470003629,-0.955511445,0.170379694,-1.038077297,0.2554475,-0.749037965,-0.749037965
N_bracarensis,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,2,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,2,4,9,2,4,7,0,7,1,2,9,0,4,9,8,0,2,1,2,11,16,23,27,29,3,57,5,0.775950025,-1.112195122,9.608398438,0.329268293,1.203972804,-0.223143551,0.361284282,-0.413202996,-1.014794586,-0.783936766,-0.783936766
