Species,Group,REP_Q2,REP_N2,REP_S2,REP_G2,REP_E2,REP_D2,REP_K2,REP_R2,REP_P2,REP_QN2,REP_RG2,REP_PR,REP_FG2,REP_SG2,REP_SR2,REP_KAP2,REP_PTS2,CLV_C14_Caspase3-7,DEG_APCC_KENBOX_2,DEG_Kelch_Keap1_1,DEG_SCF_TRCP1_1,DOC_ANK_TNKS_1,DOC_CYCLIN_RxL_1,DOC_MAPK_gen_1,DOC_MAPK_JIP1_4,DOC_MAPK_MEF2A_6,DOC_MAPK_NFAT4_5,DOC_PP1_RVXF_1,DOC_PP2A_B56_1,DOC_PP4_FxxP_1,DOC_WW_Pin1_4,LIG_14-3-3_CanoR_1,LIG_CaM_IQ_9,LIG_CtBP_PxDLS_1,LIG_EF_ALG2_ABM_1,LIG_EH_1,LIG_HCF-1_HBM_1,LIG_HOMEOBOX,LIG_KEPE_2,LIG_KLC1_WD_1,LIG_LIR_Gen_1,LIG_PAM2_1,LIG_PCNA_PIPBox_1,LIG_PDZ_Class_1,LIG_PDZ_Wminus1_1,LIG_PTAP_UEV_1,LIG_PTB_Apo_2,LIG_PTB_Phospho_1,LIG_Rb_LxCxE_1,LIG_SH2_CRK,LIG_SH2_GRB2like,LIG_SH2_NCK_1,LIG_SH2_SRC,LIG_SH2_STAP1,LIG_SH2_STAT5,LIG_SH3_2,LIG_SUMO_SIM_anti_2,LIG_SUMO_SIM_par_1,LIG_WRPW_1,MOD_CDK_SPK_2,MOD_CDK_SPxK_1,MOD_CDK_SPxxK_3,MOD_CK1_1,MOD_CK2_1,MOD_DYRK1A_RPxSP_1,MOD_GSK3_1,MOD_N-GLC_1,MOD_NMyristoyl,MOD_PIKK_1,MOD_PKA_1,MOD_PKA_2,MOD_PKB_1,MOD_Plk_1,MOD_ProDKin_1,MOD_SUMO_for_1,MOD_SUMO_rev_2,TRG_ER_diArg_1,TRG_ER_FFAT_1,TRG_LysEnd_APsAcLL_1,TRG_NES_CRM1_1,TRG_NLS_MonoExtN_4,A_homorep,C_homorep,D_homorep,E_homorep,G_homorep,H_homorep,I_homorep,K_homorep,L_homorep,M_homorep,N_homorep,P_homorep,Q_homorep,R_homorep,S_homorep,T_homorep,V_homorep,Y_homorep,FG_rich,PY,FRG,SGFYSG,PG_rich,ELASTIN_LIKE,FGxF,R_plus_Y,REP_RGG,AA_S,AA_P,AA_T,AA_A,AA_H,AA_Q,AA_N,AA_G,AA_R,AA_C,AA_D,AA_E,AA_F,AA_I,AA_K,AA_L,AA_M,AA_V,AA_W,AA_Y,acidic,basic,aliphatic,polar_fraction,chain_expanding,aromatic,disorder_promoting,net_charge,WF_complexity,KL_hydropathy,isoelectric_point,FCR,ED_ratio,RK_ratio,SCD,kappa*,omega*,aromatic_spacing*,omega_aromatic*
S_cerevisiae,2,0,0,1,0,0,0,0,1,0,0,2,2,0,1,2,3,11,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,4,1,0,2,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,5,0,12,9,11,7,1,1,5,2,3,0,2,1,1,3,6,7,0,4,0,2,3,9,21,32,21,3,55,6,0.750051902,-0.446753247,10.21191406,0.155844156,-0.405465108,-0.559615788,0.342606784,1.635717203,0.147836855,-0.812067677,-0.812067677
C_albicans,1,5,2,5,2,0,1,1,1,0,11,4,3,2,11,10,6,18,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,2,0,1,1,2,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,0,26,14,7,9,7,17,12,9,6,0,7,5,4,2,9,9,0,10,0,3,12,15,30,78,41,7,116,3,0.826731252,-1.096153846,9.303710938,0.173076923,-0.287682073,-0.356674944,-0.182484938,0.256905335,0.72880959,0.528171666,0.528171666
C_glabrata,1,1,0,7,0,0,1,0,2,0,2,2,2,0,12,14,1,23,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,6,2,0,8,5,0,1,1,3,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,36,7,10,5,4,6,17,6,9,0,4,6,5,5,8,9,2,4,2,3,10,17,25,79,34,10,101,7,0.810004726,-1.045945946,10.06347656,0.182432432,0.336472237,0.105360516,-0.246113592,1.161061376,-0.686978044,0.0335144,0.0335144
C_subhashii,2,2,1,6,1,0,0,0,1,1,7,3,4,1,13,11,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,7,0,0,2,1,1,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,22,11,14,11,6,13,5,6,6,0,3,2,4,3,3,8,0,4,0,4,5,9,26,66,25,8,97,4,0.800929681,-0.7944,9.866210938,0.112,-0.287682073,0.559615788,0.225294433,-0.243789573,0.507917607,-0.19858607,-0.19858607
D_hansenii,2,2,1,1,0,0,1,0,1,1,6,1,4,0,2,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,1,2,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,14,14,8,9,7,11,10,1,5,0,5,4,3,0,6,6,3,9,0,6,9,11,27,51,34,9,84,2,0.824344281,-1.072727273,8.975585938,0.165289256,-0.182321557,-0.15415068,-0.199813803,-0.003599951,-1.073590346,-0.632025011,-0.632025011
K_lactis,2,6,0,7,0,0,1,0,1,0,11,1,2,1,13,15,1,30,1,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,10,3,0,2,1,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,9,0,33,20,18,4,9,16,11,9,8,0,6,5,7,5,8,8,9,8,0,1,11,16,34,96,47,8,136,5,0.836603382,-0.943243243,9.891601563,0.145945946,-0.15415068,0,-1.404373458,1.446049289,-0.050143566,-1.406730757,-1.406730757
L_kluyveri,2,6,1,7,0,0,1,2,1,0,13,1,2,0,9,10,6,24,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,7,4,0,0,2,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0,28,14,13,11,4,19,12,3,5,0,5,1,6,3,10,7,5,5,1,2,6,15,31,79,35,9,113,9,0.81469275,-1.007792208,10.28613281,0.136363636,-1.098612289,-0.606135804,0.841867977,1.202486518,-0.135176144,-1.018267868,-1.018267868
L_waltii,2,1,0,8,1,0,1,1,1,0,2,5,4,2,19,17,7,26,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,7,2,0,1,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,12,0,34,18,9,11,3,7,7,11,9,0,4,3,4,3,8,8,3,5,1,3,7,17,30,71,42,8,117,10,0.809299009,-0.825827815,10.57324219,0.158940397,-0.223143551,0.105360516,1.226291808,0.794561673,0.867532894,0.077810323,0.077810323
N_bacillisporus,2,1,8,9,0,0,1,1,1,0,16,2,1,0,14,17,3,32,1,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,4,0,0,0,0,0,0,0,12,1,0,12,5,0,0,2,2,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,39,8,22,10,2,3,33,6,6,0,5,2,2,7,10,9,4,7,0,5,7,16,37,105,31,7,113,9,0.774513629,-0.916111111,10.04980469,0.127777778,-0.693147181,-0.451985124,0.693470676,1.123459229,1.123231933,-1.239161527,-1.239161527
N_bracarensis,1,1,0,7,0,0,0,0,2,0,2,2,2,0,14,15,4,19,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6,4,0,3,1,2,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,30,9,8,7,2,7,9,8,9,0,3,6,4,5,9,10,3,5,2,2,9,18,30,64,36,8,98,9,0.825133819,-0.797826087,10.38378906,0.195652174,0.559615788,0,0.27559569,2.014748844,-0.023474142,-0.052618347,-0.052618347
