Species,Group,REP_Q2,REP_N2,REP_S2,REP_G2,REP_E2,REP_D2,REP_K2,REP_R2,REP_P2,REP_QN2,REP_RG2,REP_PR,REP_FG2,REP_SG2,REP_SR2,REP_KAP2,REP_PTS2,CLV_C14_Caspase3-7,DEG_APCC_KENBOX_2,DEG_Kelch_Keap1_1,DEG_SCF_TRCP1_1,DOC_ANK_TNKS_1,DOC_CYCLIN_RxL_1,DOC_MAPK_gen_1,DOC_MAPK_JIP1_4,DOC_MAPK_MEF2A_6,DOC_MAPK_NFAT4_5,DOC_PP1_RVXF_1,DOC_PP2A_B56_1,DOC_PP4_FxxP_1,DOC_WW_Pin1_4,LIG_14-3-3_CanoR_1,LIG_CaM_IQ_9,LIG_CtBP_PxDLS_1,LIG_EF_ALG2_ABM_1,LIG_EH_1,LIG_HCF-1_HBM_1,LIG_HOMEOBOX,LIG_KEPE_2,LIG_KLC1_WD_1,LIG_LIR_Gen_1,LIG_PAM2_1,LIG_PCNA_PIPBox_1,LIG_PDZ_Class_1,LIG_PDZ_Wminus1_1,LIG_PTAP_UEV_1,LIG_PTB_Apo_2,LIG_PTB_Phospho_1,LIG_Rb_LxCxE_1,LIG_SH2_CRK,LIG_SH2_GRB2like,LIG_SH2_NCK_1,LIG_SH2_SRC,LIG_SH2_STAP1,LIG_SH2_STAT5,LIG_SH3_2,LIG_SUMO_SIM_anti_2,LIG_SUMO_SIM_par_1,LIG_WRPW_1,MOD_CDK_SPK_2,MOD_CDK_SPxK_1,MOD_CDK_SPxxK_3,MOD_CK1_1,MOD_CK2_1,MOD_DYRK1A_RPxSP_1,MOD_GSK3_1,MOD_N-GLC_1,MOD_NMyristoyl,MOD_PIKK_1,MOD_PKA_1,MOD_PKA_2,MOD_PKB_1,MOD_Plk_1,MOD_ProDKin_1,MOD_SUMO_for_1,MOD_SUMO_rev_2,TRG_ER_diArg_1,TRG_ER_FFAT_1,TRG_LysEnd_APsAcLL_1,TRG_NES_CRM1_1,TRG_NLS_MonoExtN_4,A_homorep,C_homorep,D_homorep,E_homorep,G_homorep,H_homorep,I_homorep,K_homorep,L_homorep,M_homorep,N_homorep,P_homorep,Q_homorep,R_homorep,S_homorep,T_homorep,V_homorep,Y_homorep,FG_rich,PY,FRG,SGFYSG,PG_rich,ELASTIN_LIKE,FGxF,R_plus_Y,REP_RGG,AA_S,AA_P,AA_T,AA_A,AA_H,AA_Q,AA_N,AA_G,AA_R,AA_C,AA_D,AA_E,AA_F,AA_I,AA_K,AA_L,AA_M,AA_V,AA_W,AA_Y,acidic,basic,aliphatic,polar_fraction,chain_expanding,aromatic,disorder_promoting,net_charge,WF_complexity,KL_hydropathy,isoelectric_point,FCR,ED_ratio,RK_ratio,SCD,kappa*,omega*,aromatic_spacing*,omega_aromatic*
S_cerevisiae,2,0,0,5,0,0,0,0,3,0,1,5,4,0,8,12,13,25,1,0,0,0,0,0,1,0,1,0,0,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,7,3,0,6,3,0,2,1,2,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,12,0,31,19,17,13,7,4,14,8,9,0,4,10,2,6,13,11,1,13,0,3,14,22,44,81,55,5,135,8,0.831005453,-0.786486487,9.883789063,0.194594595,0.78845736,-0.336472237,-2.128324706,3.330908109,-0.2062341,-0.856802972,-0.856802972
C_albicans,1,13,5,13,4,1,2,3,2,4,28,7,8,6,31,26,27,70,1,1,0,0,0,0,0,0,0,0,0,0,1,16,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,3,0,1,1,1,14,3,0,19,6,0,7,2,3,1,5,16,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,0,23,0,86,61,39,34,28,58,45,37,12,1,28,20,17,18,33,35,9,20,1,11,48,45,116,294,154,29,436,-3,0.890876841,-1.008600337,6.881835938,0.15682968,-0.322773392,-0.961411167,-4.248297615,2.587168156,-0.146726584,-0.192479889,-0.192479889
C_glabrata,1,1,2,13,2,0,2,1,2,0,8,5,2,3,28,24,9,49,1,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,1,2,8,4,0,14,10,0,3,2,4,1,6,11,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,26,0,76,26,29,20,18,17,45,24,17,0,35,25,10,17,24,30,11,15,2,9,60,41,93,209,127,21,311,-19,0.888416896,-1.026888889,5.352539063,0.224444444,-0.3254224,-0.328504067,-0.637420401,2.548826273,0.270369945,0.28615851,0.28615851
C_subhashii,2,16,4,13,2,2,3,1,2,7,31,6,13,6,30,25,21,81,1,0,0,0,0,0,0,0,0,0,0,0,1,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,2,15,1,0,19,6,0,3,2,3,1,5,14,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,1,1,0,0,27,0,74,52,47,33,21,51,29,25,14,0,16,19,12,13,15,25,8,8,1,13,35,29,87,247,116,26,367,-6,0.871332544,-1.048319328,6.399414063,0.134453782,0.16251893,-0.064538521,-1.15405168,1.825511579,-0.278943372,-0.167082664,-0.167082664
D_hansenii,2,4,5,11,2,0,1,2,1,4,19,3,9,3,25,23,16,57,1,0,0,0,0,0,0,0,0,0,0,0,1,15,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,1,0,3,12,5,0,12,8,0,3,2,5,0,3,15,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,30,0,62,39,37,25,15,26,34,25,17,0,14,20,7,5,20,17,10,22,1,13,34,37,79,199,110,21,300,3,0.882792042,-1.061369193,8.823242188,0.173594132,0.336472237,-0.15415068,-1.806691356,1.341926539,-0.660562845,-0.437214262,-0.437214262
K_lactis,2,8,5,17,3,2,7,2,3,0,24,9,6,6,37,39,15,73,3,0,0,0,0,0,0,0,0,0,0,0,3,15,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,18,7,0,25,11,0,4,3,7,0,5,15,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,2,0,0,34,0,102,40,44,29,37,34,57,40,27,0,37,29,12,12,22,23,15,18,1,7,66,49,97,314,155,20,441,-17,0.883139972,-1.273549488,6.094726563,0.196245734,-0.236388778,0.196710294,-0.887301292,3.73212732,0.656736965,-0.114734597,-0.114734597
L_kluyveri,2,6,2,12,0,2,3,2,2,2,18,4,10,0,17,21,15,49,1,0,1,0,0,0,0,0,0,0,0,0,2,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,10,3,0,15,7,0,1,3,4,0,5,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,26,0,64,32,30,20,27,30,34,13,21,0,22,20,7,11,16,27,11,11,2,5,42,37,80,198,111,14,295,-5,0.883384233,-1.182133995,6.629882813,0.196029777,-0.090971778,0.257829109,-4.203125523,1.600314892,0.301407183,-0.917147333,-0.917147333
L_waltii,2,2,1,17,3,0,1,1,1,3,4,9,10,5,44,28,18,56,3,0,0,0,1,0,0,1,1,0,0,0,1,10,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,1,1,14,4,0,4,2,5,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,0,24,0,76,43,24,20,25,23,19,33,19,1,24,8,8,12,13,26,6,14,1,5,32,32,78,201,107,14,308,0,0.864503688,-0.89575,7.569335938,0.16,-1.021651248,0.356674944,-1.774282279,1.481473347,1.792614057,0.517567792,0.517567792
N_bacillisporus,2,1,18,15,0,0,8,2,2,0,28,3,2,4,23,24,8,55,4,0,0,0,0,1,1,0,0,0,1,1,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,4,0,0,0,0,1,0,0,19,3,0,21,16,0,1,3,4,0,8,9,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,18,0,80,22,38,19,8,12,75,12,10,0,27,13,10,20,21,30,10,17,1,8,40,31,96,225,93,19,262,-9,0.843197592,-0.882909931,5.375976563,0.163972286,-0.693147181,-0.693147181,-2.20480166,4.053826707,1.532118861,-0.468567628,-0.468567628
N_bracarensis,1,1,3,12,1,1,2,2,2,0,6,3,3,1,26,27,15,42,0,0,0,0,0,0,1,0,0,0,0,0,2,9,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,2,11,3,0,15,8,0,4,2,4,0,5,9,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,23,0,70,25,21,14,11,12,38,21,16,0,22,27,10,15,28,30,12,15,2,7,49,44,86,173,118,19,267,-5,0.881170178,-0.94040404,6.161132813,0.234848485,0.196710294,-0.534082486,-4.244694227,1.846305214,-0.704948123,-1.189803372,-1.189803372
N_delphensis,1,2,1,11,0,0,4,2,2,0,7,3,2,0,23,27,10,37,0,0,0,0,0,0,1,0,0,0,0,1,2,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10,5,0,15,7,0,4,2,2,0,6,7,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,21,0,68,18,26,15,11,19,24,18,16,0,30,21,14,9,28,30,10,17,2,5,51,44,81,166,113,21,270,-7,0.881587023,-0.921784777,5.913085938,0.249343832,-0.342944751,-0.534082486,-3.5290216,1.398301237,-0.134716246,0.413169641,0.413169641
N_nivariensis,1,4,1,13,1,0,3,2,3,2,8,4,7,3,30,30,10,47,1,0,0,0,0,0,2,0,0,0,0,0,2,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,2,12,4,0,15,8,0,2,2,5,0,5,8,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,22,0,72,25,27,12,10,18,25,21,16,0,29,21,11,12,26,26,15,14,2,6,50,42,79,173,117,19,277,-8,0.881558657,-0.961082474,5.733398438,0.237113402,-0.310154928,-0.462623522,-3.833067054,1.870455686,-0.853344207,-0.115152644,-0.115152644
