Species,Group,REP_Q2,REP_N2,REP_S2,REP_G2,REP_E2,REP_D2,REP_K2,REP_R2,REP_P2,REP_QN2,REP_RG2,REP_PR,REP_FG2,REP_SG2,REP_SR2,REP_KAP2,REP_PTS2,CLV_C14_Caspase3-7,DEG_APCC_KENBOX_2,DEG_Kelch_Keap1_1,DEG_SCF_TRCP1_1,DOC_ANK_TNKS_1,DOC_CYCLIN_RxL_1,DOC_MAPK_gen_1,DOC_MAPK_JIP1_4,DOC_MAPK_MEF2A_6,DOC_MAPK_NFAT4_5,DOC_PP1_RVXF_1,DOC_PP2A_B56_1,DOC_PP4_FxxP_1,DOC_WW_Pin1_4,LIG_14-3-3_CanoR_1,LIG_CaM_IQ_9,LIG_CtBP_PxDLS_1,LIG_EF_ALG2_ABM_1,LIG_EH_1,LIG_HCF-1_HBM_1,LIG_HOMEOBOX,LIG_KEPE_2,LIG_KLC1_WD_1,LIG_LIR_Gen_1,LIG_PAM2_1,LIG_PCNA_PIPBox_1,LIG_PDZ_Class_1,LIG_PDZ_Wminus1_1,LIG_PTAP_UEV_1,LIG_PTB_Apo_2,LIG_PTB_Phospho_1,LIG_Rb_LxCxE_1,LIG_SH2_CRK,LIG_SH2_GRB2like,LIG_SH2_NCK_1,LIG_SH2_SRC,LIG_SH2_STAP1,LIG_SH2_STAT5,LIG_SH3_2,LIG_SUMO_SIM_anti_2,LIG_SUMO_SIM_par_1,LIG_WRPW_1,MOD_CDK_SPK_2,MOD_CDK_SPxK_1,MOD_CDK_SPxxK_3,MOD_CK1_1,MOD_CK2_1,MOD_DYRK1A_RPxSP_1,MOD_GSK3_1,MOD_N-GLC_1,MOD_NMyristoyl,MOD_PIKK_1,MOD_PKA_1,MOD_PKA_2,MOD_PKB_1,MOD_Plk_1,MOD_ProDKin_1,MOD_SUMO_for_1,MOD_SUMO_rev_2,TRG_ER_diArg_1,TRG_ER_FFAT_1,TRG_LysEnd_APsAcLL_1,TRG_NES_CRM1_1,TRG_NLS_MonoExtN_4,A_homorep,C_homorep,D_homorep,E_homorep,G_homorep,H_homorep,I_homorep,K_homorep,L_homorep,M_homorep,N_homorep,P_homorep,Q_homorep,R_homorep,S_homorep,T_homorep,V_homorep,Y_homorep,FG_rich,PY,FRG,SGFYSG,PG_rich,ELASTIN_LIKE,FGxF,R_plus_Y,REP_RGG,AA_S,AA_P,AA_T,AA_A,AA_H,AA_Q,AA_N,AA_G,AA_R,AA_C,AA_D,AA_E,AA_F,AA_I,AA_K,AA_L,AA_M,AA_V,AA_W,AA_Y,acidic,basic,aliphatic,polar_fraction,chain_expanding,aromatic,disorder_promoting,net_charge,WF_complexity,KL_hydropathy,isoelectric_point,FCR,ED_ratio,RK_ratio,SCD,kappa*,omega*,aromatic_spacing*,omega_aromatic*
S_cerevisiae,2,0,0,6,0,0,2,0,3,0,1,6,4,1,9,13,14,27,1,0,0,0,0,0,1,0,1,0,0,0,1,7,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,7,3,0,6,3,0,2,1,2,0,0,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,15,0,35,21,19,15,9,5,16,12,12,0,15,15,5,9,16,17,5,17,1,3,30,28,63,96,79,9,174,-2,0.874189202,-0.733603239,6.541992188,0.234817814,0,-0.268263987,-6.431341369,3.151102951,-0.159586417,-1.35474672,-1.35474672
C_albicans,1,13,5,13,4,1,2,3,2,4,28,7,8,6,31,26,27,70,1,1,0,0,0,0,0,0,0,0,0,0,1,16,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,3,0,1,1,1,14,3,0,19,6,0,7,2,3,1,5,16,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,0,23,0,86,61,39,34,28,58,45,37,12,1,28,20,17,18,33,35,9,20,1,11,48,45,116,294,154,29,436,-3,0.890876841,-1.008600337,6.881835938,0.15682968,-0.322773392,-0.961411167,-4.248297615,2.587168156,-0.146726584,-0.192479889,-0.192479889
C_glabrata,1,1,2,13,2,0,2,1,2,0,8,5,2,3,28,24,9,50,2,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,1,0,1,0,0,0,0,0,1,2,8,4,0,14,10,0,3,2,4,1,6,11,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,27,0,76,26,31,20,19,19,46,24,17,0,37,25,11,18,24,31,12,17,2,10,62,41,98,215,129,23,318,-21,0.892887357,-0.998064516,5.288085938,0.221505376,-0.379489622,-0.328504067,-0.067370788,2.588660579,0.312353736,-0.076327339,-0.076327339
C_subhashii,2,16,4,13,2,2,3,1,2,7,31,6,13,6,30,25,21,81,1,0,0,0,0,0,0,0,0,0,0,0,1,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,2,15,1,0,19,6,0,3,2,3,1,5,14,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,1,1,0,0,27,0,76,52,48,33,22,53,29,25,14,0,18,20,15,13,15,26,9,8,1,13,38,29,89,253,119,29,376,-9,0.874310679,-1.036530612,6.176757813,0.136734694,0.100083459,-0.064538521,-0.961638447,1.729070766,-0.294763923,0.158521664,0.158521664
D_hansenii,2,5,5,11,2,0,1,2,1,4,20,3,9,4,25,23,16,57,1,0,0,0,0,0,0,0,0,0,0,0,2,15,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,0,0,0,1,0,3,12,5,0,13,9,0,3,2,5,0,4,15,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,32,0,63,41,37,25,15,27,36,27,17,0,16,23,9,6,21,20,10,23,1,15,39,38,84,205,118,25,312,-1,0.889313423,-1.036342593,7.034179688,0.178240741,0.344840486,-0.200670696,-2.41069634,1.701882524,-0.471731798,-0.660101245,-0.660101245
K_lactis,2,8,5,18,3,2,7,2,3,0,24,9,6,6,38,40,15,75,3,0,0,0,0,0,0,0,0,0,0,1,3,15,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,1,2,0,3,0,0,0,0,0,0,1,18,7,0,26,11,0,5,3,7,0,5,15,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,3,0,0,37,0,105,41,45,31,40,36,58,42,28,0,44,31,12,14,22,29,16,21,1,9,75,50,111,326,166,22,465,-25,0.889394075,-1.21696,5.842773438,0.2,-0.340926587,0.231801614,1.0789966,3.807554245,0.466344825,-0.350530037,-0.350530037
L_kluyveri,2,6,2,13,0,2,4,2,2,2,18,4,10,0,18,22,15,50,1,0,1,0,0,0,0,0,0,0,0,0,2,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,11,4,0,15,8,0,1,3,4,0,5,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,27,0,67,32,30,20,27,31,35,13,21,0,24,20,7,12,17,29,11,12,2,6,44,38,84,203,114,15,302,-6,0.884700707,-1.157932692,6.536132813,0.197115385,-0.174353387,0.200670696,-4.927303028,1.76243554,0.463716316,-1.047751342,-1.047751342
L_waltii,2,2,1,17,3,0,1,1,1,3,4,9,10,5,44,28,18,56,3,0,0,0,1,0,0,1,1,0,0,0,1,10,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,14,1,1,14,4,0,4,2,5,0,1,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,0,26,0,78,43,24,20,25,24,19,33,20,1,26,8,8,13,14,28,6,15,1,6,34,34,82,204,111,15,315,0,0.867201364,-0.883009709,7.565429688,0.165048544,-1.098612289,0.336472237,-1.713234778,1.007600278,1.894473749,0.317525308,0.317525308
N_bacillisporus,2,1,19,15,0,0,8,2,2,0,29,3,2,3,24,24,8,58,4,0,0,0,0,1,1,0,0,0,1,2,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4,1,2,0,5,0,0,0,0,1,0,0,19,3,0,21,17,0,1,3,4,0,8,9,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,19,0,85,23,40,19,8,15,80,12,10,0,31,14,10,23,22,34,10,18,1,9,45,32,104,240,100,20,279,-13,0.844049027,-0.87737069,5.036132813,0.165948276,-0.757685702,-0.737598943,-1.884725698,4.049263611,1.687358957,-0.535849349,-0.535849349
N_bracarensis,1,1,3,12,1,2,2,2,2,0,6,3,3,1,26,27,15,43,1,0,0,0,0,0,1,0,0,0,0,0,2,9,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,1,0,0,0,2,11,4,0,15,8,0,4,2,4,0,5,9,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,24,0,70,25,23,14,12,14,40,22,16,0,24,30,11,16,28,31,13,18,2,8,54,44,92,181,123,21,278,-10,0.887758118,-0.922302158,5.698242188,0.23501199,0.21511138,-0.534082486,-4.772596937,1.976305122,-0.849405339,-1.447376522,-1.447376522
